id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
Next_1356,google,6,56.990002,1,21,0
Next_1357,facebook,1,47.490002,0,13,1
Next_1358,google,1,123.98,2,15,0
Next_1359,google,2,51.990002,0,19,0
Next_1360,google,1,65.989998,1,18,0
Next_1361,google,0,0,2,2,0
Next_1362,instagram,2,190.47,6,18,0
Next_1363,facebook,1,155.98,2,14,0
Next_1364,google,1,147.98,3,2,0
Next_1365,google,1,109.98,2,13,1
Next_1366,google,1,47.990002,6,19,0
Next_1367,google,0,0,5,13,1
Next_1368,instagram,4,64.989998,3,1,0
Next_1369,google,6,125.98,6,3,0
Next_1370,instagram,1,53.490002,5,13,0
Next_1371,facebook,6,42.990002,5,18,0
Next_1372,google,7,95.980003,0,12,0
Next_1373,facebook,3,67.989998,1,12,0
Next_1374,google,2,66.489998,0,16,0
Next_1375,google,1,40.990002,7,10,1
Next_1376,facebook,0,0,3,1,0
Next_1377,facebook,9,62.990002,6,10,1
Next_1378,google,0,0,4,17,1
Next_1379,google,1,62.990002,2,15,0
Next_1380,facebook,1,79.489998,6,14,1
Next_1381,google,6,125.98,4,12,0
Next_1382,google,4,55.990002,1,16,0
Next_1383,google,0,0,6,20,0
Next_1384,google,0,0,4,14,1
Next_1385,facebook,1,68.989998,1,23,0
Next_1386,instagram,1,128.98,3,3,1
Next_1387,google,2,193.47,7,21,0
Next_1388,google,1,54.990002,1,4,0
Next_1389,instagram,1,158.97,0,1,1
Next_1390,instagram,0,0,6,8,0
Next_1391,google,2,133.98,6,4,0
Next_1392,instagram,1,50.490002,0,13,0
Next_1393,instagram,2,59.990002,1,30,0
Next_1394,instagram,0,0,3,7,0
Next_1395,instagram,3,57.990002,1,13,0
Next_1396,referral,3,56.990002,1,12,0
Next_1397,instagram,1,66.489998,0,13,0
Next_1398,instagram,1,109.98,4,15,0
Next_1399,google,2,129.98,2,17,0
Next_1400,referral,0,0,5,19,0
Next_1401,instagram,0,0,6,16,1
Next_1402,facebook,4,131.98,0,19,0
Next_1403,google,0,0,1,4,1
Next_1404,google,1,135.98,2,5,0
Next_1405,google,2,155.98,3,1,0
Next_1406,instagram,0,0,0,21,1
Next_1407,google,0,0,4,11,0
Next_1408,facebook,0,0,0,21,1
Next_1409,facebook,2,61.490002,5,20,0
Next_1410,referral,7,66.489998,7,13,0
Next_1411,facebook,8,169.47,2,2,0
Next_1412,instagram,5,291.95999,2,21,0
Next_1413,facebook,2,133.98,1,17,0
Next_1414,google,2,95.980003,6,7,1
Next_1415,google,1,71.489998,0,12,0
Next_1416,instagram,0,0,6,16,0
Next_1417,google,2,50.490002,2,24,1
Next_1418,instagram,0,0,0,21,0
Next_1419,instagram,3,71.989998,6,2,0
Next_1420,instagram,1,115.98,6,17,1
Next_1421,instagram,2,50.990002,7,1,1
Next_1422,instagram,7,56.990002,1,24,0
Next_1423,other,2,161.97,5,26,1
Next_1424,other,2,56.990002,5,1,0
Next_1425,google,2,58.990002,2,3,0
Next_1426,google,1,64.989998,3,11,0
Next_1427,google,4,137.98,6,5,0
Next_1428,referral,4,53.990002,6,19,1
Next_1429,referral,0,0,7,25,0
Next_1430,google,12,66.989998,3,3,0
Next_1431,google,0,0,5,25,0
Next_1432,other,1,176.97,1,14,0
Next_1433,google,4,230.97,1,15,0
Next_1434,facebook,1,49.990002,2,7,1
Next_1435,facebook,4,163.98,1,17,0
Next_1436,google,1,63.990002,0,21,1
Next_1437,facebook,2,58.990002,0,12,1
Next_1438,google,2,56.990002,2,20,1
Next_1439,facebook,0,0,3,11,1
Next_1440,google,1,57.990002,0,11,0
Next_1441,instagram,0,0,0,20,0
Next_1442,google,0,0,0,14,0
Next_1443,instagram,1,119.98,5,1,0
Next_1444,other,3,70.989998,2,21,0
Next_1445,google,0,0,4,10,0
Next_1446,google,13,57.990002,2,13,0
Next_1447,facebook,0,0,0,19,0
Next_1448,instagram,0,0,3,18,0
Next_1449,instagram,4,139.98,3,24,0
Next_1450,google,2,56.990002,1,19,0
Next_1451,google,2,271.95999,6,5,0
Next_1452,facebook,0,0,5,16,0
Next_1453,google,1,54.990002,7,23,0
Next_1454,facebook,1,72.489998,7,18,1
Next_1455,instagram,0,0,0,24,0
Next_1456,facebook,9,59.990002,5,13,1
Next_1457,google,11,61.490002,1,12,1
Next_1458,instagram,0,0,7,16,0
Next_1459,facebook,1,54.990002,7,14,1
Next_1460,instagram,1,56.990002,4,2,1
Next_1461,facebook,1,55.990002,0,10,0
Next_1462,instagram,0,0,0,15,0
Next_1463,google,4,73.989998,0,12,1
Next_1464,google,1,127.98,7,16,0
Next_1465,facebook,2,151.98,0,11,0
Next_1466,google,7,111.98,1,25,0
Next_1467,google,2,53.990002,1,2,0
Next_1468,instagram,2,60.990002,5,17,0
Next_1469,instagram,7,60.490002,6,14,0
Next_1470,facebook,0,0,6,12,0
Next_1471,google,2,71.989998,4,1,0
Next_1472,google,3,51.490002,1,15,0
Next_1473,facebook,0,0,6,16,0
Next_1474,google,0,0,3,3,0
Next_1475,instagram,0,0,2,20,1
Next_1476,instagram,5,150.98,1,4,0
Next_1477,google,7,69.989998,3,11,1
Next_1478,google,2,54.990002,0,15,1
Next_1479,google,0,0,5,2,0
Next_1480,facebook,7,146.97,0,2,1
Next_1481,instagram,2,64.989998,5,16,0
Next_1482,google,12,75.989998,5,17,1
Next_1483,referral,5,75.989998,4,16,0
Next_1484,google,0,0,4,6,1
Next_1485,google,0,0,0,16,0
Next_1486,google,1,47.490002,1,19,0
Next_1487,facebook,2,66.989998,6,17,0
Next_1488,google,4,51.990002,4,19,0
Next_1489,instagram,2,73.989998,6,10,1
Next_1490,instagram,0,0,1,9,0
Next_1491,facebook,2,58.990002,5,14,0
Next_1492,referral,0,0,0,12,0
Next_1493,facebook,1,78.989998,0,8,1
Next_1494,instagram,0,0,0,25,1
Next_1495,instagram,3,145.98,2,14,1
Next_1496,google,0,0,6,11,0
Next_1497,instagram,1,64.489998,2,24,0
Next_1498,google,1,73.989998,3,13,0
Next_1499,instagram,0,0,1,5,0
Next_1500,instagram,3,54.490002,0,10,0
Next_1501,google,4,58.990002,5,3,1
Next_1502,facebook,3,45.990002,4,11,1
Next_1503,facebook,2,130.98,2,22,0
Next_1504,facebook,3,57.990002,0,22,0
Next_1505,google,1,68.989998,1,19,0
Next_1506,google,1,130.98,3,18,0
Next_1507,google,4,51.990002,4,5,0
Next_1508,google,0,0,1,16,0
Next_1509,google,1,66.989998,0,8,0
Next_1510,google,2,54.990002,5,28,0
Next_1511,referral,3,58.990002,1,13,0
Next_1512,facebook,3,43.990002,2,16,0
Next_1513,facebook,0,0,1,17,0
Next_1514,instagram,0,0,2,16,0
Next_1515,instagram,1,53.990002,0,20,0
Next_1516,google,5,111.98,5,2,1
Next_1517,referral,0,0,1,4,1
Next_1518,google,2,113.98,7,2,0
Next_1519,google,1,63.990002,3,12,0
Next_1520,google,1,71.989998,5,14,0
Next_1521,google,0,0,5,12,0
Next_1522,instagram,11,66.989998,6,24,0
Next_1523,google,5,69.989998,3,10,0
Next_1524,google,1,60.990002,6,10,1
Next_1525,referral,0,0,5,28,0
Next_1526,google,3,115.98,4,7,0
Next_1527,google,0,0,6,24,0
Next_1528,referral,4,67.489998,5,10,0
Next_1529,instagram,3,230.97,5,19,0
Next_1530,instagram,0,0,0,22,0
Next_1531,instagram,0,0,6,11,0
Next_1532,google,3,64.989998,3,24,0
Next_1533,other,4,54.990002,7,6,0
Next_1534,instagram,8,62.490002,1,12,0
Next_1535,facebook,0,0,6,6,0
Next_1536,referral,3,139.98,1,7,1
Next_1537,facebook,1,60.490002,4,4,0
Next_1538,google,5,66.989998,2,19,0
Next_1539,facebook,0,0,4,21,0
Next_1540,google,2,58.990002,5,3,1
Next_1541,google,1,60.990002,5,4,0
Next_1542,referral,0,0,1,17,0
Next_1543,instagram,0,0,6,6,0
Next_1544,facebook,0,0,2,21,1
Next_1545,google,2,73.489998,6,8,1
Next_1546,facebook,1,54.990002,1,12,0
Next_1547,instagram,0,0,2,8,0
Next_1548,other,0,0,7,13,0
Next_1549,google,0,0,1,12,0
Next_1550,facebook,1,66.989998,1,14,0
Next_1551,google,1,57.990002,0,21,0
Next_1552,google,0,0,6,19,0
Next_1553,instagram,0,0,6,12,0
Next_1554,google,1,164.97,5,23,0
Next_1555,instagram,0,0,5,19,0
Next_1556,instagram,1,62.990002,0,15,0
Next_1557,google,0,0,4,2,1
Next_1558,google,1,63.990002,7,14,1
Next_1559,google,0,0,3,1,0
Next_1560,facebook,0,0,4,1,0
Next_1561,google,0,0,0,3,1
Next_1562,instagram,0,0,6,12,0
Next_1563,google,0,0,2,25,0
Next_1564,facebook,0,0,2,8,1
Next_1565,instagram,1,55.990002,5,22,0
Next_1566,other,0,0,4,5,0
Next_1567,referral,3,139.98,2,18,0
Next_1568,facebook,0,0,4,8,1
Next_1569,google,2,135.98,5,12,1
Next_1570,google,0,0,1,13,1
Next_1571,google,1,45.990002,4,6,1
Next_1572,referral,3,72.489998,5,1,0
Next_1573,google,2,51.490002,7,16,0
Next_1574,instagram,2,65.489998,3,7,1
Next_1575,facebook,1,58.490002,3,12,0
Next_1576,instagram,3,62.490002,2,19,0
Next_1577,facebook,1,113.98,4,10,1
Next_1578,instagram,5,45.490002,1,17,0
Next_1579,instagram,1,200.97,3,14,0
Next_1580,google,3,51.990002,7,16,0
Next_1581,instagram,0,0,5,25,1
Next_1582,google,0,0,5,8,0
Next_1583,instagram,1,58.490002,5,16,0
Next_1584,instagram,3,70.989998,3,7,0
Next_1585,instagram,5,121.98,1,11,0
Next_1586,instagram,4,60.990002,5,19,0
Next_1587,instagram,0,0,1,20,0
Next_1588,instagram,0,0,3,21,0
Next_1589,instagram,3,48.990002,1,24,0
Next_1590,facebook,0,0,0,21,1
Next_1591,google,0,0,0,21,0
Next_1592,facebook,0,0,2,18,0
Next_1593,google,3,57.990002,1,12,0
Next_1594,google,4,263.97,4,17,0
Next_1595,instagram,0,0,5,16,0
Next_1596,instagram,2,29.99,4,12,0
Next_1597,referral,1,152.97,6,21,0
Next_1598,facebook,1,111.98,3,1,1
Next_1599,google,0,0,3,19,0
Next_1600,facebook,4,56.490002,4,4,1
Next_1601,google,5,66.489998,6,21,0
Next_1602,instagram,0,0,6,15,1
Next_1603,facebook,2,215.97,0,20,0
Next_1604,facebook,0,0,0,19,0
Next_1605,other,3,114.98,6,11,0
Next_1606,facebook,0,0,2,16,0
Next_1607,instagram,0,0,6,21,0
Next_1608,google,0,0,7,15,0
Next_1609,google,5,79.980003,2,3,1
Next_1610,instagram,1,218.97,4,19,0
Next_1611,google,7,113.98,4,12,0
Next_1612,google,3,54.990002,6,6,1
Next_1613,instagram,2,73.489998,0,20,0
Next_1614,instagram,0,0,4,22,0
Next_1615,other,0,0,1,22,1
Next_1616,facebook,0,0,4,7,1
Next_1617,instagram,1,212.97,5,15,0
Next_1618,google,0,0,4,26,0
Next_1619,google,0,0,7,12,1
Next_1620,facebook,2,76.489998,6,5,0
Next_1621,google,5,60.990002,4,15,0
Next_1622,instagram,9,61.990002,1,23,0
Next_1623,google,0,0,2,5,1
Next_1624,google,0,0,5,14,0
Next_1625,google,2,45.990002,3,2,0
Next_1626,google,1,200.97,4,25,1
Next_1627,google,3,58.990002,4,16,1
Next_1628,google,1,113.98,1,4,1
Next_1629,other,2,119.98,0,1,0
Next_1630,google,1,64.989998,2,12,1
Next_1631,google,1,62.990002,3,11,1
Next_1632,instagram,3,68.989998,1,16,0
Next_1633,google,0,0,2,22,1
Next_1634,google,0,0,3,25,1
Next_1635,facebook,0,0,1,14,0
Next_1636,referral,0,0,4,12,0
Next_1637,google,5,125.98,6,25,0
Next_1638,instagram,0,0,4,23,0
Next_1639,google,4,57.490002,0,21,0
Next_1640,instagram,2,59.990002,1,24,0
Next_1641,google,3,62.990002,5,20,0
Next_1642,facebook,6,51.490002,0,13,0
Next_1643,facebook,2,52.990002,0,15,1
Next_1644,google,4,54.990002,7,13,0
Next_1645,google,5,103.98,0,13,0
Next_1646,google,6,63.990002,0,14,0
Next_1647,instagram,8,64.489998,1,19,0
Next_1648,instagram,1,57.990002,6,14,0
Next_1649,google,0,0,0,8,1
Next_1650,google,5,63.490002,5,4,1
Next_1651,instagram,4,65.989998,4,15,1
Next_1652,facebook,1,80.989998,2,16,1
Next_1653,facebook,0,0,0,18,1
Next_1654,instagram,1,60.990002,7,13,1
Next_1655,facebook,1,64.489998,7,20,0
Next_1656,google,3,55.990002,3,16,0
Next_1657,instagram,2,73.989998,7,22,0
Next_1658,google,1,53.990002,3,26,0
Next_1659,google,6,40.490002,6,13,0
Next_1660,google,0,0,0,26,0
Next_1661,google,0,0,0,21,0
Next_1662,instagram,0,0,6,15,0
Next_1663,other,1,60.990002,6,9,0
Next_1664,referral,4,101.98,5,14,1
Next_1665,google,2,51.990002,1,19,0
Next_1666,google,1,104.98,5,18,0
Next_1667,facebook,2,59.990002,3,13,1
Next_1668,facebook,2,54.490002,5,19,0
Next_1669,google,0,0,4,18,0
Next_1670,referral,0,0,2,5,0
Next_1671,google,2,53.990002,4,7,1
Next_1672,facebook,0,0,5,5,1
Next_1673,google,3,60.990002,6,2,0
Next_1674,instagram,0,0,1,13,0
Next_1675,google,2,55.990002,6,17,0
Next_1676,instagram,1,75.989998,1,17,0
Next_1677,google,0,0,4,1,0
Next_1678,google,2,45.990002,4,1,0
Next_1679,facebook,5,54.990002,7,16,0
Next_1680,google,2,110.98,5,3,1
Next_1681,google,1,65.989998,0,1,0
Next_1682,google,0,0,2,5,1
Next_1683,instagram,0,0,2,16,1
Next_1684,instagram,0,0,3,20,1
Next_1685,google,2,76.489998,5,14,1
Next_1686,google,0,0,4,14,0
Next_1687,facebook,1,60.490002,1,7,0
Next_1688,google,3,56.990002,1,15,1
Next_1689,google,4,48.990002,1,2,0
Next_1690,facebook,8,97.980003,0,22,0
Next_1691,google,2,76.989998,1,33,0
Next_1692,referral,1,75.989998,3,13,1
Next_1693,facebook,3,54.990002,1,21,0
Next_1694,facebook,6,65.989998,7,24,0
Next_1695,facebook,1,176.97,0,2,1
Next_1696,facebook,0,0,4,14,1
Next_1697,instagram,1,123.98,5,1,0
Next_1698,instagram,0,0,3,15,0
Next_1699,instagram,6,64.489998,6,18,0
Next_1700,instagram,5,61.990002,5,14,0
Next_1701,facebook,1,41.990002,1,7,1
Next_1702,facebook,2,58.990002,5,15,0
Next_1703,facebook,0,0,5,7,1
Next_1704,instagram,0,0,4,18,1
Next_1705,referral,3,50.990002,0,14,0
Next_1706,facebook,1,190.47,1,18,1
Next_1707,referral,2,58.990002,1,16,0
Next_1708,instagram,2,111.98,3,17,0
Next_1709,google,7,74.989998,6,2,0
Next_1710,instagram,1,68.989998,4,5,1
Next_1711,google,4,56.990002,4,16,1
Next_1712,google,0,0,7,17,0
Next_1713,referral,0,0,5,7,0
Next_1714,instagram,0,0,0,2,1
Next_1715,google,1,52.990002,4,10,0
Next_1716,google,4,55.990002,6,17,1
Next_1717,other,2,68.989998,1,8,0
Next_1718,instagram,0,0,4,22,0
Next_1719,facebook,2,56.990002,0,11,0
Next_1720,instagram,6,143.98,0,22,0
Next_1721,facebook,5,57.990002,0,6,1
Next_1722,google,2,137.98,5,24,0
Next_1723,facebook,4,70.489998,6,5,0
Next_1724,facebook,2,83.989998,1,22,0
Next_1725,facebook,3,129.98,4,1,0
Next_1726,google,7,72.989998,0,17,1
Next_1727,facebook,2,62.990002,6,1,0
Next_1728,instagram,2,50.490002,6,21,0
Next_1729,google,7,58.990002,1,4,1
Next_1730,facebook,2,44.490002,4,10,1
Next_1731,referral,0,0,0,15,0
Next_1732,google,2,148.47,5,11,0
Next_1733,facebook,2,82.989998,7,14,1
Next_1734,facebook,2,115.98,3,20,0
Next_1735,instagram,1,78.489998,0,23,1
Next_1736,instagram,0,0,5,15,0
Next_1737,google,3,143.98,5,10,1
Next_1738,facebook,2,130.98,4,18,0
Next_1739,google,0,0,1,15,1
Next_1740,facebook,0,0,5,3,1
Next_1741,facebook,1,58.990002,1,21,0
Next_1742,facebook,0,0,4,17,0
Next_1743,google,0,0,5,13,1
Next_1744,facebook,2,66.989998,2,11,0
Next_1745,facebook,1,121.98,0,19,1
Next_1746,instagram,0,0,5,5,1
Next_1747,facebook,9,55.990002,0,17,0
Next_1748,google,9,59.990002,7,11,0
Next_1749,google,4,61.990002,5,3,1
Next_1750,google,2,53.490002,0,21,0
Next_1751,instagram,0,0,1,13,0
Next_1752,instagram,4,66.989998,4,14,0
Next_1753,facebook,0,0,1,6,0
Next_1754,instagram,3,61.990002,0,30,0
Next_1755,instagram,3,60.990002,0,2,0
Next_1756,facebook,1,63.990002,3,17,0
Next_1757,google,6,61.990002,4,1,0
Next_1758,instagram,0,0,4,9,0
Next_1759,google,2,44.990002,5,18,0
Next_1760,google,0,0,0,12,1
Next_1761,google,0,0,7,13,0
Next_1762,instagram,9,124.98,0,27,1
Next_1763,instagram,0,0,6,1,1
Next_1764,instagram,0,0,2,23,0
Next_1765,google,5,42.490002,5,4,1
Next_1766,google,0,0,0,1,1
Next_1767,instagram,6,51.990002,0,22,1
Next_1768,instagram,0,0,0,22,0
Next_1769,instagram,3,79.489998,4,16,0
Next_1770,instagram,1,66.489998,1,18,0
Next_1771,google,0,0,7,26,0
Next_1772,instagram,0,0,2,10,0
Next_1773,referral,5,97.980003,4,12,0
Next_1774,google,1,98.980003,5,15,0
Next_1775,facebook,7,110.98,5,20,0
Next_1776,google,7,132.98,2,23,0
Next_1777,instagram,0,0,2,7,0
Next_1778,instagram,0,0,7,2,0
Next_1779,google,0,0,3,5,1
Next_1780,facebook,1,55.990002,2,15,0
Next_1781,referral,3,58.990002,2,16,0
Next_1782,instagram,3,75.489998,0,11,0
Next_1783,instagram,0,0,4,13,0
Next_1784,instagram,0,0,4,17,0
Next_1785,instagram,1,71.989998,0,20,0
Next_1786,google,3,50.990002,4,1,1
Next_1787,facebook,3,67.989998,1,10,0
Next_1788,facebook,1,67.489998,4,3,0
Next_1789,instagram,1,71.989998,6,19,0
Next_1790,facebook,14,57.990002,3,4,0
Next_1791,google,0,0,0,13,1
Next_1792,instagram,0,0,6,16,0
Next_1793,facebook,5,58.990002,7,3,0
Next_1794,google,1,71.989998,1,16,0
Next_1795,instagram,1,62.990002,1,24,0
Next_1796,google,0,0,7,4,1
Next_1797,facebook,4,56.490002,3,13,0
Next_1798,referral,7,69.989998,4,21,0
Next_1799,google,0,0,7,6,0
Next_1800,instagram,1,76.489998,1,12,0
Next_1801,facebook,0,0,5,10,0
Next_1802,instagram,3,53.490002,3,20,0
Next_1803,instagram,2,253.96001,6,12,0
Next_1804,google,3,73.989998,6,22,0
Next_1805,instagram,4,72.489998,2,2,1
Next_1806,google,2,76.489998,7,3,0
Next_1807,instagram,0,0,2,2,0
Next_1808,instagram,0,0,0,16,0
Next_1809,google,3,125.98,6,3,0
Next_1810,google,3,74.489998,2,9,0
Next_1811,instagram,3,104.98,1,17,1
Next_1812,google,4,115.98,4,13,0
Next_1813,google,1,62.990002,6,7,0
Next_1814,facebook,1,65.989998,6,13,1
Next_1815,google,1,109.47,1,20,1
Next_1816,google,3,86.980003,3,16,0
Next_1817,google,5,99.980003,3,8,1
Next_1818,google,4,134.98,1,7,0
Next_1819,facebook,0,0,1,7,1
Next_1820,google,6,50.490002,3,19,0
Next_1821,facebook,2,64.489998,2,8,0
Next_1822,facebook,2,77.989998,0,1,0
Next_1823,instagram,1,77.989998,5,16,0
Next_1824,google,8,51.990002,2,23,0
Next_1825,facebook,0,0,5,12,1
Next_1826,facebook,0,0,6,15,0
Next_1827,facebook,1,78.489998,0,8,0
Next_1828,instagram,1,64.489998,1,17,0
Next_1829,google,6,64.989998,2,2,1
Next_1830,facebook,6,125.98,5,18,0
Next_1831,instagram,0,0,5,20,0
Next_1832,google,0,0,0,10,1
Next_1833,facebook,1,170.97,0,9,0
Next_1834,other,3,109.98,4,2,0
Next_1835,google,2,173.97,1,23,1
Next_1836,google,2,54.990002,3,2,1
Next_1837,google,0,0,5,4,0
Next_1838,other,0,0,1,8,0
Next_1839,instagram,3,82.989998,1,15,0
Next_1840,google,0,0,5,10,0
Next_1841,instagram,1,71.489998,7,14,1
Next_1842,instagram,9,61.490002,1,9,1
Next_1843,google,0,0,1,20,0
Next_1844,instagram,2,124.98,2,15,1
Next_1845,instagram,5,41.990002,5,10,0
Next_1846,instagram,2,58.990002,5,23,0
Next_1847,facebook,5,53.990002,5,10,0
Next_1848,google,0,0,1,18,0
Next_1849,google,1,73.989998,6,12,0
Next_1850,google,1,72.989998,7,16,0
Next_1851,instagram,9,127.98,1,6,0
Next_1852,google,1,60.990002,3,13,0
Next_1853,facebook,0,0,5,15,1
Next_1854,facebook,3,137.97,4,5,1
Next_1855,google,2,143.98,3,19,0
Next_1856,instagram,2,73.989998,1,5,1
Next_1857,facebook,4,41.990002,6,12,0
Next_1858,instagram,0,0,2,14,0
Next_1859,google,1,70.989998,2,3,0
Next_1860,google,2,103.98,2,8,1
Next_1861,instagram,5,39.990002,6,11,0
Next_1862,facebook,5,148.98,6,12,1
Next_1863,referral,2,42.990002,4,23,0
Next_1864,google,0,0,0,1,0
Next_1865,instagram,3,267.95999,7,15,0
Next_1866,google,0,0,3,9,0
Next_1867,google,5,62.990002,4,12,0
Next_1868,google,0,0,0,29,1
Next_1869,instagram,1,42.990002,4,32,0
Next_1870,instagram,1,55.990002,3,13,1
Next_1871,google,0,0,2,20,0
Next_1872,google,8,65.489998,7,23,0
Next_1873,instagram,0,0,7,3,0
Next_1874,facebook,0,0,6,18,0
Next_1875,instagram,0,0,2,22,0
Next_1876,google,6,66.989998,1,11,0
Next_1877,facebook,1,77.989998,7,23,0
Next_1878,instagram,3,55.990002,1,4,0
Next_1879,facebook,2,66.989998,4,19,1
Next_1880,facebook,1,123.98,2,15,0
Next_1881,google,1,52.990002,1,15,0
Next_1882,instagram,2,55.490002,6,9,0
Next_1883,google,3,44.990002,0,14,0
Next_1884,referral,1,76.989998,0,21,0
Next_1885,instagram,0,0,0,18,1
Next_1886,google,3,64.989998,0,19,1
Next_1887,instagram,1,106.98,6,13,0
Next_1888,instagram,0,0,5,9,0
Next_1889,instagram,0,0,4,7,1
Next_1890,instagram,1,57.490002,5,16,0
Next_1891,google,1,44.990002,5,19,0
Next_1892,google,0,0,5,13,0
Next_1893,facebook,0,0,0,14,0
Next_1894,instagram,1,71.489998,0,14,1
Next_1895,other,2,69.489998,4,20,0
Next_1896,google,0,0,0,14,0
Next_1897,google,1,147.98,5,12,0
Next_1898,google,2,50.990002,4,14,0
Next_1899,google,0,0,6,20,0
Next_1900,google,5,116.98,2,19,0
Next_1901,google,2,125.98,2,5,0
Next_1902,google,3,55.490002,1,15,1
Next_1903,instagram,0,0,6,20,0
Next_1904,instagram,8,81.980003,6,18,1
Next_1905,instagram,1,72.989998,7,12,0
Next_1906,google,0,0,0,11,1
Next_1907,facebook,1,43.990002,0,14,0
Next_1908,referral,1,55.990002,7,16,0
Next_1909,google,0,0,5,12,0
Next_1910,facebook,9,67.989998,0,11,1
Next_1911,other,0,0,1,18,0
Next_1912,instagram,0,0,4,20,0
Next_1913,facebook,4,51.990002,5,19,0
Next_1914,instagram,0,0,4,13,0
Next_1915,facebook,2,56.990002,6,13,0
Next_1916,google,0,0,5,13,1
Next_1917,instagram,0,0,5,11,1
Next_1918,google,5,114.98,0,4,1
Next_1919,instagram,0,0,1,17,0
Next_1920,facebook,1,94.980003,1,11,1
Next_1921,google,2,87.489998,2,17,0
Next_1922,instagram,2,279.95999,5,8,0
Next_1923,google,1,39.490002,2,16,0
Next_1924,instagram,2,63.990002,2,16,0
Next_1925,google,0,0,5,19,0
Next_1926,google,3,132.98,0,12,0
Next_1927,instagram,0,0,2,14,0
Next_1928,facebook,4,63.990002,4,3,0
Next_1929,google,2,60.990002,3,5,1
Next_1930,google,1,135.98,5,7,1
Next_1931,facebook,3,149.98,5,5,0
Next_1932,instagram,0,0,3,21,1
Next_1933,google,1,51.990002,5,1,1
Next_1934,google,2,37.990002,5,23,1
Next_1935,instagram,1,58.490002,1,19,0
Next_1936,google,0,0,5,10,0
Next_1937,instagram,0,0,3,9,0
Next_1938,other,3,73.989998,0,3,0
Next_1939,instagram,4,62.990002,4,12,0
Next_1940,google,14,49.490002,3,23,0
Next_1941,facebook,8,127.98,2,11,0
Next_1942,google,2,64.989998,2,10,0
Next_1943,instagram,0,0,6,20,0
Next_1944,instagram,1,59.490002,5,18,0
Next_1945,facebook,2,132.98,3,6,1
Next_1946,google,1,233.97,0,17,0
Next_1947,instagram,5,114.98,4,14,0
Next_1948,google,1,146.97,5,1,1
Next_1949,instagram,0,0,0,6,0
Next_1950,instagram,5,57.490002,0,17,0
Next_1951,instagram,3,78.980003,6,7,1
Next_1952,google,4,182.97,5,20,0
Next_1953,facebook,1,50.490002,0,13,0
Next_1954,referral,0,0,6,15,0
Next_1955,instagram,0,0,5,15,0
Next_1956,google,0,0,4,10,1
Next_1957,instagram,4,112.98,0,20,0
Next_1958,google,0,0,5,17,1
Next_1959,google,0,0,3,11,0
Next_1960,instagram,2,74.989998,1,18,0
Next_1961,facebook,1,61.990002,5,9,0
Next_1962,google,0,0,0,12,0
Next_1963,google,2,51.990002,5,5,0
Next_1964,instagram,0,0,4,19,1
Next_1965,google,0,0,7,15,0
Next_1966,referral,0,0,0,13,0
Next_1967,google,0,0,1,10,1
Next_1968,referral,6,66.989998,4,13,1
Next_1969,google,1,58.490002,6,4,0
Next_1970,google,1,53.990002,2,8,0
Next_1971,instagram,5,59.990002,1,17,1
Next_1972,instagram,1,116.98,7,7,0
Next_1973,google,2,136.47,0,19,1
Next_1974,instagram,2,68.989998,3,25,0
Next_1975,google,0,0,0,7,0
Next_1976,instagram,0,0,4,15,0
Next_1977,instagram,0,0,3,18,0
Next_1978,instagram,5,153.98,7,15,0
Next_1979,instagram,3,68.989998,4,2,1
Next_1980,google,0,0,4,25,0
Next_1981,google,4,102.98,5,10,1
Next_1982,instagram,5,56.990002,5,1,0
Next_1983,google,2,231.96001,4,14,1
Next_1984,google,8,62.490002,3,20,0
Next_1985,instagram,1,121.98,5,19,0
Next_1986,facebook,5,69.989998,0,4,0
Next_1987,instagram,1,59.490002,5,21,0
Next_1988,referral,5,175.47,4,19,0
Next_1989,google,3,61.490002,5,10,0
Next_1990,instagram,0,0,4,14,0
Next_1991,facebook,1,116.98,4,18,0
Next_1992,facebook,0,0,3,17,0
Next_1993,facebook,0,0,4,1,0
Next_1994,instagram,2,46.990002,4,24,0
Next_1995,google,2,56.990002,5,8,1
Next_1996,google,1,68.489998,0,1,1
Next_1997,instagram,0,0,5,17,0
Next_1998,instagram,0,0,4,11,1
Next_1999,google,20,131.98,1,19,0
Next_2000,instagram,0,0,6,24,1
Next_2001,facebook,5,187.96001,6,17,1
Next_2002,referral,6,130.98,2,14,0
Next_2003,google,0,0,7,16,0
Next_2004,google,0,0,3,22,0
Next_2005,google,1,49.990002,1,15,0
Next_2006,google,0,0,1,12,0
Next_2007,google,2,37.490002,4,2,1
Next_2008,google,3,61.990002,3,8,0
Next_2009,google,2,61.490002,5,14,0
Next_2010,referral,2,107.98,6,13,0
Next_2011,facebook,2,135.98,4,10,1
Next_2012,facebook,4,51.990002,3,20,0
Next_2013,instagram,7,121.98,6,13,0
Next_2014,instagram,4,63.990002,1,22,0
Next_2015,facebook,1,128.98,7,7,0
Next_2016,instagram,1,59.990002,1,12,1
Next_2017,instagram,1,63.990002,4,14,0
Next_2018,google,6,57.990002,4,24,0
Next_2019,google,1,119.98,6,19,0
Next_2020,google,5,76.989998,1,25,1
Next_2021,instagram,0,0,7,17,0
