client_id,year_month,service_type,telepass_pay,number_transactions,expenditures
8517,Jun-19,PARCHEGGIO STRISCE BLU,1,1,4.881968927
8517,Jun-20,PARCHEGGIO STRISCE BLU,1,1,11.88057296
8517,Jul-19,PARCHEGGIO STRISCE BLU,1,7,3.875464734
8517,Aug-19,PARCHEGGIO STRISCE BLU,1,1,8.17523955
8517,Oct-19,PARCHEGGIO STRISCE BLU,1,3,4.635939641
8517,Jul-19,FUEL CON APP,1,4,100.1247012
8517,Aug-19,FUEL CON APP,1,5,105.395019
22306,Apr-20,ACCESSO AREA C MILANO,0,1,5
22306,May-20,ACCESSO AREA C MILANO,0,1,5
31211,May-20,FUEL CON APP,1,1,51
31211,Jun-20,BOLLO AUTO,1,1,259.96
9057,Oct-19,PARCHEGGI/TRAGHETTI,0,3,12.83347182
9057,Nov-19,PARCHEGGI/TRAGHETTI,0,1,8.001501104
9057,Mar-20,ACCESSO AREA C MILANO,0,3,6.098684317
17488,May-20,ASSICURAZIONE INFORTUNI,0,1,0
7053,Dec-19,PARCHEGGI/TRAGHETTI,0,1,9.157172485
7053,Aug-19,TURBO RICARICA CARTA,1,3,174.3906008
2654,Apr-20,BOLLO AUTO,1,1,138.27
2654,Apr-20,TURBO RICARICA CARTA,1,1,140
18477,Aug-19,PARCHEGGI/TRAGHETTI,0,1,2
22170,Mar-20,BOLLO AUTO,1,1,62.87
11179,Jul-19,PARCHEGGI/TRAGHETTI,0,3,4.95
10174,Sep-19,PARCHEGGIO STRISCE BLU,1,1,0.43
10174,Nov-19,PARCHEGGIO STRISCE BLU,1,1,2.72
10174,Mar-20,ASSICURAZIONI RC AUTO,1,1,203.12
24417,May-20,PARCHEGGI/TRAGHETTI,0,1,13.75
32349,Sep-19,PARCHEGGI/TRAGHETTI,0,1,0
29773,Feb-20,PARCHEGGIO STRISCE BLU,1,4,20.47503959
29773,May-20,PARCHEGGIO STRISCE BLU,1,4,8.824986384
29773,Jun-20,PARCHEGGIO STRISCE BLU,1,1,3.22398332
22799,Dec-19,PARCHEGGI/TRAGHETTI,0,1,11.8
27019,Jul-19,FUEL CON APP,1,1,56.62104408
27019,Aug-19,FUEL CON APP,1,3,81.06416384
27019,Nov-19,FUEL CON APP,1,1,81.55995398
29217,Jan-20,PARCHEGGIO STRISCE BLU,1,3,12.62
29217,Feb-20,PARCHEGGIO STRISCE BLU,1,3,9.13
29217,Mar-20,PARCHEGGIO STRISCE BLU,1,3,8.17
29217,Apr-20,PARCHEGGIO STRISCE BLU,1,4,10.44
29217,May-20,PARCHEGGIO STRISCE BLU,1,5,12.47
29217,Jun-20,PARCHEGGIO STRISCE BLU,1,1,1.2
29217,Sep-19,PARCHEGGIO STRISCE BLU,1,3,6.63
29217,Oct-19,PARCHEGGIO STRISCE BLU,1,3,6.85
29217,Nov-19,PARCHEGGIO STRISCE BLU,1,4,10.15
29217,Dec-19,PARCHEGGIO STRISCE BLU,1,2,3.78
2898,Feb-20,PARCHEGGI/TRAGHETTI,0,1,3.2
10200,Oct-19,PARCHEGGIO STRISCE BLU,1,1,6
10200,Jan-20,FUEL CON APP,1,3,127
10200,Feb-20,FUEL CON APP,1,2,78.35
10200,Mar-20,FUEL CON APP,1,1,36
10200,Apr-20,FUEL CON APP,1,1,49
10200,May-20,FUEL CON APP,1,2,88.01
10200,Sep-19,FUEL CON APP,1,1,60
10200,Oct-19,FUEL CON APP,1,1,25
10200,Nov-19,FUEL CON APP,1,2,117.4
10200,Dec-19,FUEL CON APP,1,2,81.72
24780,Jan-20,PARCHEGGI/TRAGHETTI,0,2,8.1
24780,Feb-20,PARCHEGGI/TRAGHETTI,0,2,13.5
24780,Mar-20,PARCHEGGI/TRAGHETTI,0,1,5.4
24780,Apr-20,PARCHEGGI/TRAGHETTI,0,2,12.85
24780,May-20,PARCHEGGI/TRAGHETTI,0,1,8.1
24780,Jun-19,PARCHEGGI/TRAGHETTI,0,1,7.8
24780,Jul-19,PARCHEGGI/TRAGHETTI,0,2,9.3
24780,Sep-19,PARCHEGGI/TRAGHETTI,0,2,10.8
24780,Oct-19,PARCHEGGI/TRAGHETTI,0,1,8.1
24780,Nov-19,PARCHEGGI/TRAGHETTI,0,1,5.4
24780,Dec-19,PARCHEGGI/TRAGHETTI,0,4,29.7
24780,Jun-19,ASSICURAZIONE INFORTUNI,0,1,0
2761,May-20,PARCHEGGI/TRAGHETTI,0,1,11.8
2761,Oct-19,PARCHEGGI/TRAGHETTI,0,1,1
2874,May-20,PARCHEGGI/TRAGHETTI,0,1,6.5
25456,Jul-19,PARCHEGGI/TRAGHETTI,0,1,6
25456,Aug-19,PARCHEGGI/TRAGHETTI,0,1,2.5
1472,May-20,PARCHEGGIO STRISCE BLU,1,6,7.95
1472,Jun-20,PARCHEGGIO STRISCE BLU,1,3,3.5
32565,Feb-20,PARCHEGGI/TRAGHETTI,0,1,4.4
21768,Feb-20,PARCHEGGIO STRISCE BLU,1,1,0.45
4323,Sep-19,PARCHEGGI/TRAGHETTI,0,4,10.48658766
31650,Jun-20,PARCHEGGIO STRISCE BLU,1,1,1.5
4128,Feb-20,PARCHEGGI/TRAGHETTI,0,1,4
4128,Jun-19,PARCHEGGI/TRAGHETTI,0,1,4
4128,Jul-19,PARCHEGGI/TRAGHETTI,0,1,2
4128,Aug-19,PARCHEGGI/TRAGHETTI,0,1,4
4128,Dec-19,PARCHEGGI/TRAGHETTI,0,1,4
758,Aug-19,PARCHEGGI/TRAGHETTI,0,1,0
21679,May-20,PARCHEGGI/TRAGHETTI,0,2,6.6
362,Jun-19,TURBO RICARICA CARTA,1,2,150
362,Jul-19,TURBO RICARICA CARTA,1,3,150
362,Aug-19,TURBO RICARICA CARTA,1,1,150
362,Sep-19,TURBO RICARICA CARTA,1,1,150
1844,Nov-19,BOLLO AUTO,1,2,504.75
26393,Mar-20,PARCHEGGI/TRAGHETTI,0,2,3.3
26393,Apr-20,PARCHEGGI/TRAGHETTI,0,1,1.5
26393,Jul-19,PARCHEGGI/TRAGHETTI,0,1,2
26393,Sep-19,PARCHEGGI/TRAGHETTI,0,3,3
26393,Oct-19,PARCHEGGI/TRAGHETTI,0,2,4
29797,Jun-19,PARCHEGGI/TRAGHETTI,0,1,6
29797,Oct-19,PARCHEGGI/TRAGHETTI,0,1,3
29797,Oct-19,PARCHEGGIO STRISCE BLU,1,2,14
29797,Oct-19,TURBO RICARICA CARTA,1,2,20
32754,May-20,PARCHEGGIO STRISCE BLU,1,1,1.5
32754,Jun-20,PARCHEGGIO STRISCE BLU,1,2,3.22
32754,Jul-19,PARCHEGGIO STRISCE BLU,1,1,1.15
32754,Aug-19,PARCHEGGIO STRISCE BLU,1,1,1.1
26580,Feb-20,PARCHEGGI/TRAGHETTI,0,1,11
26580,Aug-19,PARCHEGGI/TRAGHETTI,0,1,3
31358,Jan-20,PARCHEGGI/TRAGHETTI,0,1,3.428024051
31358,Feb-20,PARCHEGGI/TRAGHETTI,0,3,9.408221481
9662,Jan-20,FUEL CON APP,1,11,440.07
9662,Feb-20,FUEL CON APP,1,11,528.05
9662,Mar-20,FUEL CON APP,1,15,750
9662,Apr-20,FUEL CON APP,1,16,750
9662,May-20,FUEL CON APP,1,13,749.74
9662,Jun-20,FUEL CON APP,1,15,715.6
9662,Oct-19,FUEL CON APP,1,2,180.67
9662,Nov-19,FUEL CON APP,1,13,561.55
9662,Dec-19,FUEL CON APP,1,7,266
11714,Feb-20,FUEL CON APP,1,1,41.15
11714,Apr-20,FUEL CON APP,1,1,59.84
11714,May-20,FUEL CON APP,1,1,36
11714,Jun-19,FUEL CON APP,1,1,41.72
11714,Sep-19,FUEL CON APP,1,1,47.21
11714,Nov-19,FUEL CON APP,1,1,48.18
11714,Jan-20,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Feb-20,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Mar-20,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Apr-20,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,May-20,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Jun-19,ASSICURAZIONE INFORTUNI,0,2,19.6
11714,Jul-19,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Aug-19,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Sep-19,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Oct-19,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Nov-19,ASSICURAZIONE INFORTUNI,0,1,19.6
11714,Dec-19,ASSICURAZIONE INFORTUNI,0,1,19.6
7461,Jan-20,PARCHEGGIO STRISCE BLU,1,4,4.9
7461,Feb-20,PARCHEGGIO STRISCE BLU,1,4,1.21
7461,Mar-20,PARCHEGGIO STRISCE BLU,1,8,2.77
7461,May-20,PARCHEGGIO STRISCE BLU,1,1,0.2
7461,Jul-19,PARCHEGGIO STRISCE BLU,1,1,5.2
7461,Aug-19,PARCHEGGIO STRISCE BLU,1,1,3.1
7461,Dec-19,PARCHEGGIO STRISCE BLU,1,1,0.2
7461,Feb-20,FUEL CON APP,1,1,98.01
7461,Mar-20,FUEL CON APP,1,1,100
7461,Sep-19,FUEL CON APP,1,1,86
7461,Nov-19,FUEL CON APP,1,1,80.01
1123,Jun-19,PARCHEGGI/TRAGHETTI,0,1,0
22174,Oct-19,PARCHEGGI/TRAGHETTI,0,1,7.3
22174,Jan-20,PARCHEGGIO STRISCE BLU,1,1,1
22174,Dec-19,PARCHEGGIO STRISCE BLU,1,3,4.92
10388,Aug-19,PARCHEGGIO STRISCE BLU,1,1,1
10388,Sep-19,PARCHEGGIO STRISCE BLU,1,2,2
10388,Nov-19,PARCHEGGIO STRISCE BLU,1,1,1
19342,May-20,PARCHEGGI/TRAGHETTI,0,2,8.7
19342,Oct-19,PARCHEGGI/TRAGHETTI,0,2,4
27393,May-20,PARCHEGGI/TRAGHETTI,0,2,78
27393,Dec-19,PARCHEGGI/TRAGHETTI,0,2,46
20054,Sep-19,PARCHEGGI/TRAGHETTI,0,3,11.67401449
20054,Jun-19,TURBO RICARICA CARTA,1,3,187.4130154
30609,Jan-20,FUEL CON APP,1,2,40
30609,Feb-20,FUEL CON APP,1,1,20
30609,Mar-20,FUEL CON APP,1,1,20
30609,Apr-20,FUEL CON APP,1,1,40
30609,May-20,FUEL CON APP,1,6,120
30609,Jun-20,FUEL CON APP,1,6,155.5
30609,Sep-19,FUEL CON APP,1,1,20
30609,Oct-19,FUEL CON APP,1,2,40
30609,Nov-19,FUEL CON APP,1,2,78.5
30609,Dec-19,FUEL CON APP,1,2,40
28785,Feb-20,PARCHEGGIO STRISCE BLU,1,1,2.28
28785,Apr-20,PARCHEGGIO STRISCE BLU,1,1,1.44
28785,Jan-20,TURBO RICARICA CARTA,1,3,70
28785,Feb-20,TURBO RICARICA CARTA,1,2,40
28785,Mar-20,TURBO RICARICA CARTA,1,2,20
28785,Apr-20,TURBO RICARICA CARTA,1,1,10
28785,May-20,TURBO RICARICA CARTA,1,2,160
28785,Jun-19,TURBO RICARICA CARTA,1,2,150
28785,Jun-20,TURBO RICARICA CARTA,1,3,150
28785,Jul-19,TURBO RICARICA CARTA,1,2,20
28785,Aug-19,TURBO RICARICA CARTA,1,4,260
28785,Oct-19,TURBO RICARICA CARTA,1,2,50
28785,Dec-19,TURBO RICARICA CARTA,1,2,110
28785,Aug-19,TRENI,1,1,5.8
28785,Jan-20,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Feb-20,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Mar-20,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Apr-20,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,May-20,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Jul-19,ASSICURAZIONE INFORTUNI,0,1,0
28785,Aug-19,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Sep-19,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Oct-19,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Nov-19,ASSICURAZIONE INFORTUNI,0,1,19.6
28785,Dec-19,ASSICURAZIONE INFORTUNI,0,1,19.6
29932,Feb-20,PARCHEGGIO STRISCE BLU,1,3,1.15
29932,Mar-20,PARCHEGGIO STRISCE BLU,1,2,1.5
29932,Apr-20,PARCHEGGIO STRISCE BLU,1,3,1.3
29932,May-20,PARCHEGGIO STRISCE BLU,1,2,1.53
29932,Jun-20,PARCHEGGIO STRISCE BLU,1,3,8.87
29932,Jul-19,PARCHEGGIO STRISCE BLU,1,5,4.55
29932,Sep-19,PARCHEGGIO STRISCE BLU,1,1,0.5
29932,Dec-19,PARCHEGGIO STRISCE BLU,1,3,1.75
32120,May-20,PARCHEGGI/TRAGHETTI,0,1,8.2
7965,Sep-19,PARCHEGGI/TRAGHETTI,0,1,12
7965,May-20,PARCHEGGIO STRISCE BLU,1,3,4.47
7965,May-20,TURBO RICARICA CARTA,1,1,10
7965,Aug-19,TURBO RICARICA CARTA,1,1,20
6555,Jul-19,PARCHEGGI/TRAGHETTI,0,1,9.8
6555,Sep-19,PARCHEGGI/TRAGHETTI,0,2,4.4
26904,Oct-19,PARCHEGGI/TRAGHETTI,0,1,2
14723,May-20,PARCHEGGI/TRAGHETTI,0,1,28.5
20889,May-20,PARCHEGGI/TRAGHETTI,0,1,9.5
5051,Jun-19,PARCHEGGI/TRAGHETTI,0,3,5.552205443
31683,Jan-20,PARCHEGGI/TRAGHETTI,0,1,1.5
31683,May-20,PARCHEGGI/TRAGHETTI,0,1,6
31683,Sep-19,PARCHEGGI/TRAGHETTI,0,1,1.5
31683,Oct-19,PARCHEGGI/TRAGHETTI,0,2,4.5
31683,Dec-19,PARCHEGGI/TRAGHETTI,0,4,7.5
6346,Aug-19,PARCHEGGI/TRAGHETTI,0,1,5
6346,Nov-19,PARCHEGGI/TRAGHETTI,0,1,9
21414,May-20,PARCHEGGI/TRAGHETTI,0,1,1
14346,Mar-20,PARCHEGGI/TRAGHETTI,0,1,2.324607249
35720,Jan-20,PARCHEGGI/TRAGHETTI,0,1,2.5
35720,May-20,PARCHEGGI/TRAGHETTI,0,1,4
33551,Jun-19,PARCHEGGI/TRAGHETTI,0,1,9.559570169
32314,Mar-20,PARCHEGGIO STRISCE BLU,1,5,4.656765322
32314,Apr-20,PARCHEGGIO STRISCE BLU,1,4,9.120274077
32314,Jul-19,PARCHEGGIO STRISCE BLU,1,4,4.005721452
32314,Aug-19,PARCHEGGIO STRISCE BLU,1,4,10.59997151
32314,Sep-19,PARCHEGGIO STRISCE BLU,1,5,6.201347671
32314,Oct-19,PARCHEGGIO STRISCE BLU,1,3,4.10817089
9047,Jan-20,PARCHEGGIO STRISCE BLU,1,1,2.5
9047,Aug-19,PARCHEGGIO STRISCE BLU,1,2,22.67
21931,May-20,PARCHEGGI/TRAGHETTI,0,2,10
21931,Jun-19,PARCHEGGI/TRAGHETTI,0,1,4
21931,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3
21931,Sep-19,PARCHEGGI/TRAGHETTI,0,3,14
28627,Jan-20,PARCHEGGI/TRAGHETTI,0,7,6.156295783
28627,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5.559475884
28627,Mar-20,PARCHEGGI/TRAGHETTI,0,2,5.238909256
28627,Apr-20,PARCHEGGI/TRAGHETTI,0,6,19.63877154
28627,May-20,PARCHEGGI/TRAGHETTI,0,5,73.36773732
28627,Jun-19,PARCHEGGI/TRAGHETTI,0,4,6.384857517
28627,Jul-19,PARCHEGGI/TRAGHETTI,0,5,16.32011874
28627,Aug-19,PARCHEGGI/TRAGHETTI,0,4,87.07259376
28627,Sep-19,PARCHEGGI/TRAGHETTI,0,8,11.71660923
28627,Oct-19,PARCHEGGI/TRAGHETTI,0,6,3.762837946
28627,Nov-19,PARCHEGGI/TRAGHETTI,0,4,5.252077129
28627,Dec-19,PARCHEGGI/TRAGHETTI,0,6,9.213897261
26856,Apr-20,PARCHEGGI/TRAGHETTI,0,3,5.182414048
28604,Feb-20,PARCHEGGIO STRISCE BLU,1,3,14.5
11974,Mar-20,FUEL CON APP,1,1,31.03
16180,Aug-19,PARCHEGGI/TRAGHETTI,0,1,6
9868,Feb-20,PARCHEGGI/TRAGHETTI,0,1,3.9
9868,May-20,PARCHEGGI/TRAGHETTI,0,1,2.5
9868,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3.9
28774,May-20,ASSICURAZIONE INFORTUNI,0,1,0
12878,Jul-19,PARCHEGGI/TRAGHETTI,0,1,6
25085,Jan-20,PARCHEGGIO STRISCE BLU,1,1,2.08
25085,Feb-20,PARCHEGGIO STRISCE BLU,1,3,9.1
25085,Mar-20,PARCHEGGIO STRISCE BLU,1,3,7.95
25085,Apr-20,PARCHEGGIO STRISCE BLU,1,3,20.52
25085,Jun-19,PARCHEGGIO STRISCE BLU,1,1,0.65
25085,Jun-20,PARCHEGGIO STRISCE BLU,1,2,7.1
25085,Jul-19,PARCHEGGIO STRISCE BLU,1,1,0.88
25085,Sep-19,PARCHEGGIO STRISCE BLU,1,3,9.32
25085,Oct-19,PARCHEGGIO STRISCE BLU,1,1,1.5
25085,Dec-19,PARCHEGGIO STRISCE BLU,1,5,6.32
25085,Jun-19,FUEL CON APP,1,1,51.01
25085,Jul-19,FUEL CON APP,1,3,122.59
25085,Aug-19,FUEL CON APP,1,1,17
25085,Sep-19,FUEL CON APP,1,2,101.04
26592,May-20,PARCHEGGI/TRAGHETTI,0,1,12.30728249
26592,Apr-20,ACCESSO AREA C MILANO,0,5,17.25142112
26592,May-20,ACCESSO AREA C MILANO,0,8,33.46026233
28083,Apr-20,PARCHEGGI/TRAGHETTI,0,1,2.5
12394,Jul-19,PARCHEGGI/TRAGHETTI,0,1,7
5490,May-20,PARCHEGGI/TRAGHETTI,0,1,17
32341,May-20,PARCHEGGI/TRAGHETTI,0,1,4.5
18076,May-20,ACCESSO AREA C MILANO,0,1,5
18076,Sep-19,PARCHEGGIO STRISCE BLU,1,1,1
24721,Nov-19,PARCHEGGIO STRISCE BLU,1,1,0.55
19441,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5
19441,Oct-19,PARCHEGGI/TRAGHETTI,0,1,5
9895,May-20,PARCHEGGI/TRAGHETTI,0,1,12
5918,Sep-19,PARCHEGGI/TRAGHETTI,0,1,3
5918,Oct-19,PARCHEGGI/TRAGHETTI,0,2,6.6
29702,Jan-20,PARCHEGGIO STRISCE BLU,1,4,5.262703855
29702,Mar-20,PARCHEGGIO STRISCE BLU,1,2,9.157909094
29702,Apr-20,PARCHEGGIO STRISCE BLU,1,4,4.686797457
29702,Aug-19,PARCHEGGIO STRISCE BLU,1,3,5.973414931
29702,Sep-19,PARCHEGGIO STRISCE BLU,1,1,2.734998281
29702,Nov-19,PARCHEGGIO STRISCE BLU,1,1,4.142608289
29702,Jan-20,FUEL CON APP,1,5,136.9888765
29702,Feb-20,FUEL CON APP,1,5,140.4849752
29702,Mar-20,FUEL CON APP,1,5,204.7365287
29702,Apr-20,FUEL CON APP,1,8,322.6138634
29702,May-20,FUEL CON APP,1,12,372.1919183
29702,Jun-19,FUEL CON APP,1,5,116.597102
29702,Jun-20,FUEL CON APP,1,4,269.6418398
29702,Jul-19,FUEL CON APP,1,8,242.6332114
29702,Aug-19,FUEL CON APP,1,2,121.855908
29702,Oct-19,FUEL CON APP,1,8,251.1418573
29702,Nov-19,FUEL CON APP,1,4,113.3500149
29702,Dec-19,FUEL CON APP,1,1,125.0268291
29702,Jan-20,BOLLO AUTO,1,3,456.6058733
29702,Aug-19,TRENI,1,3,70.12233736
29702,Sep-19,TRENI,1,2,111.0405954
29702,May-20,FOOD TPAY,1,2,28.62665491
29702,Jun-20,FOOD TPAY,1,3,23.50671694
13971,Oct-19,PARCHEGGI/TRAGHETTI,0,3,6.885050409
6076,May-20,PARCHEGGI/TRAGHETTI,0,1,2.5
6076,Jun-19,PARCHEGGI/TRAGHETTI,0,2,8
6076,Oct-19,PARCHEGGI/TRAGHETTI,0,1,4
1179,May-20,PARCHEGGI/TRAGHETTI,0,1,5.1
11148,Mar-20,PARCHEGGI/TRAGHETTI,0,1,4.8
11148,Jun-19,PARCHEGGI/TRAGHETTI,0,1,0
11148,Oct-19,PARCHEGGI/TRAGHETTI,0,1,4.8
27751,Feb-20,PARCHEGGI/TRAGHETTI,0,1,2.5
27751,May-20,PARCHEGGI/TRAGHETTI,0,1,5.5
11035,Mar-20,PARCHEGGI/TRAGHETTI,0,1,43.12277362
11035,Apr-20,PARCHEGGI/TRAGHETTI,0,4,43.39632722
11035,Dec-19,PARCHEGGI/TRAGHETTI,0,3,89.00868812
7277,Aug-19,PARCHEGGI/TRAGHETTI,0,3,9.452686633
34807,Aug-19,PARCHEGGIO STRISCE BLU,1,1,1.5
34807,Oct-19,PARCHEGGIO STRISCE BLU,1,1,1.63
13068,Jan-20,PARCHEGGI/TRAGHETTI,0,1,1.5
13068,Apr-20,PARCHEGGI/TRAGHETTI,0,1,3
13068,May-20,PARCHEGGI/TRAGHETTI,0,1,2.7
13068,Aug-19,PARCHEGGI/TRAGHETTI,0,1,2.2
13068,Apr-20,ASSICURAZIONE INFORTUNI,0,1,0
18872,Dec-19,PARCHEGGIO STRISCE BLU,1,1,1.8
32914,May-20,PARCHEGGI/TRAGHETTI,0,3,5.572324039
8341,May-20,PARCHEGGI/TRAGHETTI,0,1,15.65952838
8341,Sep-19,PARCHEGGI/TRAGHETTI,0,3,12.06430661
2075,May-20,ASSICURAZIONE INFORTUNI,0,1,0
28796,Feb-20,PARCHEGGI/TRAGHETTI,0,1,5.2
12943,Jul-19,PARCHEGGI/TRAGHETTI,0,1,2.5
12943,Aug-19,PARCHEGGI/TRAGHETTI,0,1,6
2791,Jul-19,PARCHEGGI/TRAGHETTI,0,1,10
2405,Mar-20,BOLLO AUTO,1,1,127.77
2405,May-20,BOLLO AUTO,1,1,210.85
2405,Feb-20,IMP.BOLLO RENDICONTO ANNUALE,1,1,2
17153,Feb-20,PARCHEGGI/TRAGHETTI,0,3,15.37784804
17153,Mar-20,PARCHEGGI/TRAGHETTI,0,3,11.00950833
20044,Jan-20,PARCHEGGI/TRAGHETTI,0,3,7.529553742
20044,Feb-20,PARCHEGGI/TRAGHETTI,0,3,3.354927772
17133,Mar-20,PARCHEGGI/TRAGHETTI,0,1,1.55
17133,May-20,PARCHEGGI/TRAGHETTI,0,1,4.5
17133,Jun-19,PARCHEGGI/TRAGHETTI,0,1,1.55
17133,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3.1
17133,Sep-19,PARCHEGGI/TRAGHETTI,0,2,20
17133,Dec-19,PARCHEGGI/TRAGHETTI,0,1,1.55
20443,May-20,PARCHEGGI/TRAGHETTI,0,2,8.1
20443,Jun-19,PARCHEGGI/TRAGHETTI,0,1,3
17806,Dec-19,PARCHEGGI/TRAGHETTI,0,1,1
26445,Jan-20,PARCHEGGI/TRAGHETTI,0,3,7.403581638
26445,Feb-20,PARCHEGGI/TRAGHETTI,0,2,6.495418157
32904,Jan-20,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Feb-20,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Mar-20,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Apr-20,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,May-20,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Jul-19,ASSICURAZIONE INFORTUNI,0,1,0
32904,Aug-19,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Sep-19,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Oct-19,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Nov-19,ASSICURAZIONE INFORTUNI,0,1,19.6
32904,Dec-19,ASSICURAZIONE INFORTUNI,0,1,19.6
18805,Jan-20,PARCHEGGIO STRISCE BLU,1,12,7.87
18805,Feb-20,PARCHEGGIO STRISCE BLU,1,2,1.02
18805,Mar-20,PARCHEGGIO STRISCE BLU,1,5,2.55
18805,Apr-20,PARCHEGGIO STRISCE BLU,1,4,2.56
18805,May-20,PARCHEGGIO STRISCE BLU,1,5,3.06
18805,Jun-19,PARCHEGGIO STRISCE BLU,1,5,2.78
18805,Jun-20,PARCHEGGIO STRISCE BLU,1,5,3.91
18805,Sep-19,PARCHEGGIO STRISCE BLU,1,7,4.82
18805,Oct-19,PARCHEGGIO STRISCE BLU,1,7,3.86
18805,Nov-19,PARCHEGGIO STRISCE BLU,1,4,2.08
18805,Dec-19,PARCHEGGIO STRISCE BLU,1,12,6.77
28468,Apr-20,PARCHEGGIO STRISCE BLU,1,5,7.649203631
13881,Jan-20,PARCHEGGI/TRAGHETTI,0,1,3
13881,Feb-20,PARCHEGGI/TRAGHETTI,0,1,8.6
13881,Aug-19,PARCHEGGI/TRAGHETTI,0,3,15.9
18739,May-20,PARCHEGGI/TRAGHETTI,0,1,18
18739,Oct-19,PARCHEGGI/TRAGHETTI,0,1,16
33418,Aug-19,PARCHEGGI/TRAGHETTI,0,3,8.011395241
33418,Sep-19,PARCHEGGI/TRAGHETTI,0,1,6.464736417
31784,May-20,PARCHEGGI/TRAGHETTI,0,1,5.5
31424,Jan-20,PARCHEGGI/TRAGHETTI,0,3,16.8704134
31424,Jun-19,PARCHEGGIO STRISCE BLU,1,3,10.1124961
31424,Jul-19,PARCHEGGIO STRISCE BLU,1,5,6.774627839
31424,Aug-19,PARCHEGGIO STRISCE BLU,1,4,9.902396145
31424,Sep-19,PARCHEGGIO STRISCE BLU,1,3,9.90312333
16170,Jan-20,FOOD TLP,0,1,2.88
31025,Mar-20,PARCHEGGI/TRAGHETTI,0,1,2.2
31025,Apr-20,PARCHEGGI/TRAGHETTI,0,3,12.9
31025,May-20,PARCHEGGI/TRAGHETTI,0,2,11.8
31025,Jun-19,PARCHEGGI/TRAGHETTI,0,2,4.5
31025,Jul-19,PARCHEGGI/TRAGHETTI,0,1,3
31025,Aug-19,PARCHEGGI/TRAGHETTI,0,1,5.2
31025,Sep-19,PARCHEGGI/TRAGHETTI,0,1,5.2
31025,Oct-19,PARCHEGGI/TRAGHETTI,0,1,5.2
6235,Jul-19,PARCHEGGI/TRAGHETTI,0,1,0
34852,Mar-20,ASSICURAZIONE INFORTUNI,0,1,0
34852,Apr-20,ASSICURAZIONE INFORTUNI,0,1,19.6
34852,May-20,ASSICURAZIONE INFORTUNI,0,1,19.6
22975,Jun-19,PARCHEGGI/TRAGHETTI,0,1,7.2
22975,Aug-19,PARCHEGGI/TRAGHETTI,0,1,28
16877,May-20,PARCHEGGI/TRAGHETTI,0,1,2
15907,Aug-19,FUEL CON APP,1,5,145.8013482
15907,Sep-19,FUEL CON APP,1,6,125.6245132
15907,Oct-19,FUEL CON APP,1,3,155.7732678
15907,Nov-19,FUEL CON APP,1,3,179.4291544
15907,Dec-19,FUEL CON APP,1,5,187.8964682
15907,May-20,BOLLO AUTO,1,1,444.4588569
35898,Jan-20,PARCHEGGIO STRISCE BLU,1,2,18.83
35898,Feb-20,PARCHEGGIO STRISCE BLU,1,8,94.2
35898,Mar-20,PARCHEGGIO STRISCE BLU,1,2,24.32
35898,Apr-20,PARCHEGGIO STRISCE BLU,1,1,17
35898,May-20,PARCHEGGIO STRISCE BLU,1,2,16.79
35898,Jun-19,PARCHEGGIO STRISCE BLU,1,9,132.72
35898,Jun-20,PARCHEGGIO STRISCE BLU,1,7,70.49
35898,Jul-19,PARCHEGGIO STRISCE BLU,1,10,102.48
35898,Aug-19,PARCHEGGIO STRISCE BLU,1,5,24.92
35898,Sep-19,PARCHEGGIO STRISCE BLU,1,12,105.63
35898,Oct-19,PARCHEGGIO STRISCE BLU,1,5,36.22
35898,Nov-19,PARCHEGGIO STRISCE BLU,1,8,83.46
