business_id,instructed_lawyer_id,transaction_id,relevant_price,commission_rate,transaction_type,created_at,instructed_at,notified_at,number_of_quotes,legal_area,international_lawyer,enterprise,cost_of_acquisition,cost_of_service
4439,156,902,1237.205013,0.15,back-to-lawyer,2015/10/12,2015/10/30,2016/01/25,5,Intellectual Property,0,0,132.3271449,0
4439,156,1460,2216.21072,0.15,back-to-lawyer,2015/10/12,2015/10/30,2016/06/13,5,Intellectual Property,0,0,132.3271449,0
4439,156,2334,1990.286326,0.15,back-to-lawyer,2015/10/12,2015/10/30,2017/01/09,5,Intellectual Property,0,0,132.3271449,0
4465,156,712,914.4558795,0.15,first,2015/10/12,2015/10/30,2015/10/30,5,Intellectual Property,0,0,132.3271449,24.74410027
4465,156,900,161.374567,0.15,back-to-lawyer,2015/10/12,2015/10/30,2016/01/25,5,Intellectual Property,0,0,132.3271449,0
4465,156,2333,2017.182087,0.15,back-to-lawyer,2015/10/12,2015/10/30,2017/01/09,5,Intellectual Property,0,0,132.3271449,0
4465,156,943,430.3321786,0.15,back-to-lawyer,2015/10/12,2015/10/30,2016/02/01,5,Intellectual Property,0,0,132.3271449,0
4465,156,3737,1667.537192,0.15,back-to-lawyer,2015/10/12,2015/10/30,2017/08/30,5,Intellectual Property,0,0,132.3271449,0
4465,156,4101,537.9152232,0.15,back-to-lawyer,2015/10/12,2015/10/30,2017/10/25,5,Intellectual Property,0,0,132.3271449,0
3719,55,674,161.374567,0.15,first,2015/10/12,2015/10/21,2015/10/21,4,Property,0,0,132.3271449,24.74410027
3917,132,757,968.2474018,0.15,back-to-lexoo,2015/10/13,2015/11/18,2015/11/18,3,Property,0,0,132.3271449,24.74410027
1071,155,668,268.9576116,0.15,back-to-lexoo,2015/10/14,2015/10/16,2015/10/16,5,Commercial Law,0,0,132.3271449,24.74410027
1071,155,765,376.5406563,0.15,back-to-lawyer,2015/10/14,2015/10/16,2015/11/23,5,Commercial Law,0,0,132.3271449,0
1071,155,882,161.374567,0.15,back-to-lawyer,2015/10/14,2015/10/16,2016/01/19,5,Commercial Law,0,0,132.3271449,0
4093,155,1949,2259.243938,0.15,back-to-lawyer,2015/10/15,2015/10/27,2016/10/06,2,Litigation & Dispute Resolution,0,0,132.3271449,0
4093,155,699,1968.769717,0.15,first,2015/10/15,2015/10/27,2015/10/27,2,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
4093,155,1568,5527.078919,0.15,back-to-lawyer,2015/10/15,2015/10/27,2016/07/05,2,Litigation & Dispute Resolution,0,0,132.3271449,0
4101,170,739,645.4982679,0.15,first,2015/10/15,2015/11/10,2015/11/10,6,IT & E-commerce,0,0,132.3271449,24.74410027
273,184,4061,645.4982679,0.15,back-to-lexoo,2015/10/16,2017/10/18,2017/10/18,4,Funding/Shares,0,0,132.3271449,24.74410027
4593,132,5007,1022.038924,0.15,back-to-lawyer,2015/10/16,2015/10/21,2018/02/23,4,Property,0,0,132.3271449,0
4593,132,679,1022.038924,0.15,first,2015/10/16,2015/10/21,2015/10/21,4,Property,0,0,132.3271449,24.74410027
6711,133,696,172.1328714,0.15,first,2015/10/19,2015/10/27,2015/10/27,5,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
5181,33,715,511.0194621,0.15,first,2015/10/19,2015/10/30,2015/10/30,6,IT & E-commerce,0,0,132.3271449,24.74410027
6719,170,738,806.8728349,0.15,first,2015/10/20,2015/11/10,2015/11/10,4,Corporate Law,0,0,132.3271449,24.74410027
6719,170,4950,1344.788058,0.15,back-to-lawyer,2015/10/20,2015/11/10,2018/02/19,4,Corporate Law,0,0,132.3271449,0
6719,170,5769,806.8728349,0.15,back-to-lawyer,2015/10/20,2015/11/10,2018/05/31,4,Corporate Law,0,0,132.3271449,0
6719,170,5768,430.3321786,0.15,back-to-lawyer,2015/10/20,2015/11/10,2018/05/31,4,Corporate Law,0,0,132.3271449,0
6727,142,698,896.521786,0.15,first,2015/10/21,2015/10/27,2015/10/27,4,Employment,0,0,132.3271449,24.74410027
6757,155,716,484.1237009,0.15,first,2015/10/21,2015/11/02,2015/11/02,3,Commercial Law,0,0,132.3271449,24.74410027
273,190,690,537.9152232,0.15,first,2015/10/21,2015/10/22,2015/10/22,4,Employment,0,0,132.3271449,24.74410027
2607,190,704,268.9576116,0.15,back-to-lexoo,2015/10/22,2015/10/29,2015/10/29,3,Employment,0,0,132.3271449,24.74410027
2607,190,1148,1344.788058,0.15,back-to-lawyer,2015/10/22,2015/10/29,2016/03/24,3,Employment,0,0,132.3271449,0
4685,170,737,430.3321786,0.15,first,2015/10/22,2015/11/10,2015/11/10,3,Commercial Law,0,0,132.3271449,24.74410027
4361,132,694,860.6643572,0.15,first,2015/10/23,2015/10/26,2015/10/26,1,Corporate Law,0,0,132.3271449,24.74410027
3145,132,708,968.2474018,0.15,first,2015/10/26,2015/10/29,2015/10/29,3,Property,0,0,132.3271449,24.74410027
1895,133,732,322.7491339,0.15,first,2015/10/26,2015/11/08,2015/11/08,5,Employment,0,0,132.3271449,24.74410027
8449,155,1243,896.521786,0.15,first,2015/10/27,2016/04/18,2016/04/18,4,Corporate Law,0,0,132.3271449,24.74410027
4773,54,970,1075.830446,0.15,first,2015/10/27,2016/02/09,2016/02/09,6,Corporate Law,1,0,132.3271449,24.74410027
4699,132,707,537.9152232,0.15,first,2015/10/28,2015/10/29,2015/10/29,5,Corporate Law,0,0,132.3271449,24.74410027
4271,133,730,484.1237009,0.15,first,2015/10/28,2015/11/08,2015/11/08,6,IT & E-commerce,0,0,132.3271449,24.74410027
7301,133,1840,629.3608112,0.15,back-to-lawyer,2015/11/02,2016/01/25,2016/09/15,6,Litigation & Dispute Resolution,0,0,132.3271449,0
7301,133,897,172.1328714,0.15,first,2015/11/02,2016/01/25,2016/01/25,6,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
4365,170,735,215.1660893,0.15,first,2015/11/03,2015/11/10,2015/11/10,5,IT & E-commerce,0,0,132.3271449,24.74410027
5465,132,761,3227.491339,0.15,first,2015/11/04,2015/11/19,2015/11/19,5,Corporate Law,0,0,132.3271449,24.74410027
5597,170,781,806.8728349,0.15,first,2015/11/04,2015/11/26,2015/11/26,5,IT & E-commerce,0,0,132.3271449,24.74410027
5719,181,794,299.0808641,0.15,first,2015/11/05,2015/11/30,2015/11/30,2,Corporate Law,1,0,132.3271449,24.74410027
6967,132,753,860.6643572,0.15,first,2015/11/05,2015/11/16,2015/11/16,4,Property,0,0,132.3271449,24.74410027
5423,139,752,860.6643572,0.15,first,2015/11/08,2015/11/16,2015/11/16,4,Commercial Law,0,0,132.3271449,24.74410027
5373,132,748,591.7067456,0.15,first,2015/11/09,2015/11/11,2015/11/11,6,IT & E-commerce,0,0,132.3271449,24.74410027
5047,170,892,699.2897902,0.15,first,2015/11/10,2016/01/20,2016/01/20,5,Corporate Law,0,0,132.3271449,24.74410027
5175,132,749,873.5743226,0.15,first,2015/11/10,2015/11/11,2015/11/11,4,Corporate Law,0,0,132.3271449,24.74410027
5175,132,3281,1022.038924,0.15,back-to-lawyer,2015/11/10,2015/11/11,2017/06/05,4,Corporate Law,0,0,132.3271449,0
5521,144,766,699.2897902,0.15,first,2015/11/10,2015/11/23,2015/11/23,1,Intellectual Property,0,0,132.3271449,24.74410027
8115,155,1973,645.4982679,0.15,first,2015/11/12,2016/10/11,2016/10/11,7,Funding/Shares,0,0,132.3271449,24.74410027
2869,100,769,806.8728349,0.15,first,2015/11/12,2015/11/24,2015/11/24,5,IT & E-commerce,0,0,132.3271449,24.74410027
5683,191,1454,2689.576116,0.15,first,2015/11/12,2016/06/13,2016/06/13,3,Immigration,0,0,132.3271449,24.74410027
5487,170,780,699.2897902,0.15,first,2015/11/13,2015/11/26,2015/11/26,5,IT & E-commerce,0,0,132.3271449,24.74410027
5143,193,776,3442.657429,0.15,first,2015/11/16,2015/11/25,2015/11/25,3,Corporate Law,0,0,132.3271449,24.74410027
5143,193,1711,1549.195843,0.15,back-to-lawyer,2015/11/16,2015/11/25,2016/08/11,3,Corporate Law,0,0,132.3271449,0
5143,193,1816,290.4742206,0.15,back-to-lawyer,2015/11/16,2015/11/25,2016/09/08,3,Corporate Law,0,0,132.3271449,0
5143,193,1300,261.4267985,0.15,back-to-lawyer,2015/11/16,2015/11/25,2016/05/03,3,Corporate Law,0,0,132.3271449,0
6001,184,822,1022.038924,0.15,first,2015/11/17,2015/12/15,2015/12/15,4,Funding/Shares,0,0,132.3271449,24.74410027
5289,132,875,806.8728349,0.15,first,2015/11/17,2016/01/15,2016/01/15,3,Property,0,0,132.3271449,24.74410027
5565,204,763,742.3230081,0.15,first,2015/11/18,2015/11/20,2015/11/20,4,Property,0,0,132.3271449,24.74410027
6701,132,804,806.8728349,0.15,first,2015/11/18,2015/12/08,2015/12/08,4,Property,0,0,132.3271449,24.74410027
8129,32,918,806.8728349,0.15,first,2015/11/18,2016/01/26,2016/01/26,5,IT & E-commerce,0,0,132.3271449,24.74410027
5513,132,762,860.6643572,0.15,first,2015/11/19,2015/11/19,2015/11/19,1,Property,0,0,132.3271449,24.74410027
4085,132,824,1290.996536,0.15,first,2015/11/19,2015/12/16,2015/12/16,4,Corporate Law,0,0,132.3271449,24.74410027
4975,170,793,537.9152232,0.15,first,2015/11/20,2015/11/30,2015/11/30,5,IT & E-commerce,0,0,132.3271449,24.74410027
5117,170,1037,699.2897902,0.15,first,2015/11/20,2016/02/25,2016/02/25,5,IT & E-commerce,0,0,132.3271449,24.74410027
4167,170,792,806.8728349,0.15,first,2015/11/21,2015/11/30,2015/11/30,5,IT & E-commerce,0,0,132.3271449,24.74410027
4917,170,782,268.9576116,0.15,first,2015/11/23,2015/11/26,2015/11/26,4,Commercial Law,0,0,132.3271449,24.74410027
2035,132,777,806.8728349,0.15,first,2015/11/24,2015/11/25,2015/11/25,1,Property,0,0,132.3271449,24.74410027
5315,133,858,376.5406563,0.15,first,2015/11/25,2016/01/08,2016/01/08,5,IT & E-commerce,0,0,132.3271449,24.74410027
5271,132,3155,968.2474018,0.15,back-to-lawyer,2015/11/26,2015/12/02,2017/05/16,3,Property,0,0,132.3271449,0
5271,132,798,914.4558795,0.15,first,2015/11/26,2015/12/02,2015/12/02,3,Property,0,0,132.3271449,24.74410027
5271,132,2918,806.8728349,0.15,back-to-lawyer,2015/11/26,2015/12/02,2017/04/09,3,Property,0,0,132.3271449,0
4521,84,839,860.6643572,0.15,first,2015/11/26,2015/12/29,2015/12/29,2,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
5459,212,797,2151.660893,0.15,first,2015/11/27,2015/12/02,2015/12/02,5,Corporate Law,0,0,132.3271449,24.74410027
5697,65,831,1290.996536,0.15,first,2015/11/30,2015/12/21,2015/12/21,4,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
5695,133,840,403.4364174,0.15,first,2015/11/30,2016/01/03,2016/01/03,4,IT & E-commerce,0,0,132.3271449,24.74410027
8067,32,919,403.4364174,0.15,first,2015/12/01,2016/01/26,2016/01/26,4,IT & E-commerce,0,0,132.3271449,24.74410027
6745,199,799,1135.001121,0.15,first,2015/12/01,2015/12/02,2015/12/02,5,Property,0,0,132.3271449,24.74410027
1695,100,817,537.9152232,0.15,first,2015/12/01,2015/12/14,2015/12/14,5,Commercial Law,0,0,132.3271449,24.74410027
6403,185,1696,645.4982679,0.15,back-to-lawyer,2015/12/02,2016/05/28,2016/08/05,5,Corporate Law,0,0,132.3271449,0
6403,185,1990,430.3321786,0.15,back-to-lawyer,2015/12/02,2016/05/28,2016/10/16,5,Corporate Law,0,0,132.3271449,0
6403,185,1393,1506.162625,0.15,first,2015/12/02,2016/05/28,2016/05/28,5,Corporate Law,0,0,132.3271449,24.74410027
5693,33,865,349.6448951,0.15,back-to-lawyer,2015/12/02,2015/12/22,2016/01/13,4,IT & E-commerce,0,0,132.3271449,0
5693,33,834,376.5406563,0.15,first,2015/12/02,2015/12/22,2015/12/22,4,IT & E-commerce,0,0,132.3271449,24.74410027
213,155,811,215.1660893,0.15,back-to-lexoo,2015/12/02,2015/12/09,2015/12/09,5,IT & E-commerce,0,0,132.3271449,24.74410027
5879,155,2013,1237.205013,0.15,back-to-lawyer,2015/12/02,2015/12/09,2016/10/21,6,Funding/Shares,0,0,132.3271449,0
5879,155,810,268.9576116,0.15,first,2015/12/02,2015/12/09,2015/12/09,6,Funding/Shares,0,0,132.3271449,24.74410027
5879,155,1021,9643.744122,0.15,back-to-lawyer,2015/12/02,2015/12/09,2016/02/22,6,Funding/Shares,0,0,132.3271449,0
5879,155,2285,161.374567,0.15,back-to-lawyer,2015/12/02,2015/12/09,2016/12/19,6,Funding/Shares,0,0,132.3271449,0
6791,185,1042,2151.660893,0.15,first,2015/12/04,2016/02/26,2016/02/26,3,Corporate Law,0,0,132.3271449,24.74410027
4679,151,895,806.8728349,0.15,first,2015/12/07,2016/01/21,2016/01/21,3,Property,0,0,132.3271449,24.74410027
3447,155,1927,1344.788058,0.15,back-to-lawyer,2015/12/08,2016/01/19,2016/09/30,5,Funding/Shares,0,0,132.3271449,0
3447,155,3025,258.1993072,0.15,back-to-lawyer,2015/12/08,2016/01/19,2017/04/27,5,Funding/Shares,0,0,132.3271449,0
3447,155,889,1882.703281,0.15,first,2015/12/08,2016/01/19,2016/01/19,5,Funding/Shares,0,0,132.3271449,24.74410027
3447,155,1751,1344.788058,0.15,back-to-lawyer,2015/12/08,2016/01/19,2016/08/22,5,Funding/Shares,0,0,132.3271449,0
5791,185,808,224.1277569,0.15,first,2015/12/09,2015/12/09,2015/12/09,1,Corporate Law,0,0,132.3271449,24.74410027
3447,181,915,594.9342369,0.15,back-to-lexoo,2015/12/09,2016/01/26,2016/01/26,1,Other,1,0,132.3271449,24.74410027
5889,205,940,860.6643572,0.15,first,2015/12/10,2016/01/29,2016/01/29,4,Intellectual Property,0,0,132.3271449,24.74410027
7879,170,936,806.8728349,0.15,first,2015/12/10,2016/01/27,2016/01/27,7,Corporate Law,0,0,132.3271449,24.74410027
5737,190,847,295.8533728,0.15,first,2015/12/11,2016/01/05,2016/01/05,4,Employment,0,0,132.3271449,24.74410027
1899,212,828,1075.830446,0.15,first,2015/12/15,2015/12/17,2015/12/17,2,Corporate Law,0,0,132.3271449,24.74410027
1271,132,843,860.6643572,0.15,first,2015/12/15,2016/01/04,2016/01/04,4,Property,0,0,132.3271449,24.74410027
7853,140,1550,1441.612798,0.15,back-to-lawyer,2015/12/17,2016/01/04,2016/06/30,4,Commercial Law,0,0,132.3271449,0
7853,140,1664,537.9152232,0.15,back-to-lawyer,2015/12/17,2016/01/04,2016/07/29,4,Commercial Law,0,0,132.3271449,0
7853,140,842,1022.038924,0.15,first,2015/12/17,2016/01/04,2016/01/04,4,Commercial Law,0,0,132.3271449,24.74410027
6929,32,921,591.7067456,0.15,first,2015/12/17,2016/01/26,2016/01/26,4,IT & E-commerce,0,0,132.3271449,24.74410027
5409,139,841,839.1477483,0.15,first,2015/12/17,2016/01/04,2016/01/04,6,Commercial Law,0,0,132.3271449,24.74410027
5409,139,1104,681.8075455,0.15,back-to-lawyer,2015/12/17,2016/01/04,2016/03/14,6,Commercial Law,0,0,132.3271449,0
5409,139,1376,335.6590993,0.15,back-to-lawyer,2015/12/17,2016/01/04,2016/05/25,6,Commercial Law,0,0,132.3271449,0
6107,132,877,210.6798763,0.15,first,2015/12/18,2016/01/15,2016/01/15,3,Property,0,0,132.3271449,24.74410027
6399,221,5038,772.4462606,0.15,back-to-lawyer,2015/12/23,2016/02/29,2018/02/27,2,Corporate Law,1,0,132.3271449,0
6399,221,1048,537.9152232,0.15,first,2015/12/23,2016/02/29,2016/02/29,2,Corporate Law,1,0,132.3271449,24.74410027
4563,84,870,537.9152232,0.15,first,2015/12/28,2016/01/15,2016/01/15,4,Property,0,0,132.3271449,24.74410027
4563,84,3659,193.6494804,0.15,back-to-lawyer,2015/12/28,2016/01/15,2017/08/15,4,Property,0,0,132.3271449,0
6127,148,846,1075.830446,0.15,first,2015/12/28,2016/01/05,2016/01/05,4,Corporate Law,0,0,132.3271449,24.74410027
6079,33,867,629.3608112,0.15,first,2016/01/03,2016/01/13,2016/01/13,3,Commercial Law,0,0,132.3271449,24.74410027
8007,65,959,322.7491339,0.15,first,2016/01/04,2016/02/04,2016/02/04,5,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
6225,132,845,860.6643572,0.15,first,2016/01/05,2016/01/05,2016/01/05,1,Other,0,0,132.3271449,24.74410027
6257,132,850,914.4558795,0.15,first,2016/01/05,2016/01/07,2016/01/07,5,Property,0,0,132.3271449,24.74410027
8265,32,957,376.5406563,0.15,first,2016/01/06,2016/02/04,2016/02/04,5,IT & E-commerce,0,0,132.3271449,24.74410027
8319,139,939,2151.660893,0.15,first,2016/01/06,2016/01/28,2016/01/28,4,Corporate Law,0,0,132.3271449,24.74410027
7929,170,935,806.8728349,0.15,first,2016/01/07,2016/01/27,2016/01/27,6,IT & E-commerce,0,0,132.3271449,24.74410027
8161,155,4377,161.374567,0.15,back-to-lawyer,2016/01/07,2016/06/17,2017/11/30,7,Funding/Shares,0,0,132.3271449,0
8161,155,2189,387.2989607,0.15,back-to-lawyer,2016/01/07,2016/06/17,2016/11/28,7,Funding/Shares,0,0,132.3271449,0
8161,155,4632,2711.092725,0.15,back-to-lawyer,2016/01/07,2016/06/17,2018/01/17,7,Funding/Shares,0,0,132.3271449,0
8161,155,1493,290.4742206,0.15,first,2016/01/07,2016/06/17,2016/06/17,7,Funding/Shares,0,0,132.3271449,24.74410027
8161,155,1700,839.1477483,0.15,back-to-lawyer,2016/01/07,2016/06/17,2016/08/08,7,Funding/Shares,0,0,132.3271449,0
6961,100,923,537.9152232,0.15,first,2016/01/08,2016/01/26,2016/01/26,8,IT & E-commerce,0,0,132.3271449,24.74410027
5077,148,878,2151.660893,0.15,first,2016/01/08,2016/01/15,2016/01/15,6,Corporate Law,0,0,132.3271449,24.74410027
8185,168,979,322.7491339,0.15,first,2016/01/09,2016/02/10,2016/02/10,2,Intellectual Property,0,0,132.3271449,24.74410027
5247,190,2807,161.374567,0.15,back-to-lawyer,2016/01/11,2016/01/12,2017/03/28,5,Employment,0,0,132.3271449,0
5247,190,863,371.161504,0.15,first,2016/01/11,2016/01/12,2016/01/12,5,Employment,0,0,132.3271449,24.74410027
8451,170,1038,537.9152232,0.15,first,2016/01/12,2016/02/25,2016/02/25,2,IT & E-commerce,0,0,132.3271449,24.74410027
7283,132,3039,497.5715815,0.15,first,2016/01/12,2017/04/28,2017/04/28,1,Consumer,0,0,132.3271449,24.74410027
5933,139,880,946.7307929,0.15,first,2016/01/13,2016/01/18,2016/01/18,4,IT & E-commerce,0,0,132.3271449,24.74410027
6429,132,873,914.4558795,0.15,first,2016/01/14,2016/01/15,2016/01/15,4,Property,0,0,132.3271449,24.74410027
7773,86,3010,2384.040269,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/04/27,3,Litigation & Dispute Resolution,0,0,132.3271449,0
7773,86,2875,768.1429388,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/03/30,3,Litigation & Dispute Resolution,0,0,132.3271449,0
7773,86,2987,3281.282862,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/04/27,3,Litigation & Dispute Resolution,0,0,132.3271449,0
7773,86,947,2151.660893,0.15,first,2016/01/16,2016/02/01,2016/02/01,3,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
7773,86,2663,1088.740412,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/03/06,3,Litigation & Dispute Resolution,0,0,132.3271449,0
7773,86,2996,1129.621969,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/04/27,3,Litigation & Dispute Resolution,0,0,132.3271449,0
7773,86,3766,834.8444265,0.15,back-to-lawyer,2016/01/16,2016/02/01,2017/08/31,3,Litigation & Dispute Resolution,0,0,132.3271449,0
6781,170,911,537.9152232,0.15,first,2016/01/18,2016/01/26,2016/01/26,5,IT & E-commerce,0,0,132.3271449,24.74410027
5685,185,1043,2797.159161,0.15,first,2016/01/18,2016/02/26,2016/02/26,3,Corporate Law,0,0,132.3271449,24.74410027
6789,214,894,403.4364174,0.15,first,2016/01/18,2016/01/20,2016/01/20,4,Property,0,0,132.3271449,24.74410027
7721,193,948,1075.830446,0.15,first,2016/01/18,2016/02/02,2016/02/02,4,Corporate Law,0,0,132.3271449,24.74410027
7721,193,4987,384.6093846,0.15,back-to-lawyer,2016/01/18,2016/02/02,2018/02/22,4,Corporate Law,0,0,132.3271449,0
7721,193,4989,269.2265692,0.15,back-to-lawyer,2016/01/18,2016/02/02,2018/02/22,4,Corporate Law,0,0,132.3271449,0
7721,193,1207,1768.396296,0.15,back-to-lawyer,2016/01/18,2016/02/02,2016/04/05,4,Corporate Law,0,0,132.3271449,0
7721,193,4988,998.9085696,0.15,back-to-lawyer,2016/01/18,2016/02/02,2018/02/22,4,Corporate Law,0,0,132.3271449,0
7011,148,954,860.6643572,0.15,first,2016/01/18,2016/02/03,2016/02/03,3,Financial Services,0,0,132.3271449,24.74410027
7155,170,938,806.8728349,0.15,first,2016/01/18,2016/01/27,2016/01/27,7,IT & E-commerce,0,0,132.3271449,24.74410027
7613,202,1077,268.9576116,0.15,first,2016/01/19,2016/03/03,2016/03/03,4,Corporate Law,0,0,132.3271449,24.74410027
8005,202,1013,1075.830446,0.15,first,2016/01/19,2016/02/19,2016/02/19,4,Funding/Shares,0,0,132.3271449,24.74410027
8177,151,1171,806.8728349,0.15,first,2016/01/20,2016/03/30,2016/03/30,4,Property,0,0,132.3271449,24.74410027
6779,170,912,806.8728349,0.15,first,2016/01/20,2016/01/26,2016/01/26,6,IT & E-commerce,0,0,132.3271449,24.74410027
7013,148,953,537.9152232,0.15,first,2016/01/21,2016/02/03,2016/02/03,3,IT & E-commerce,0,0,132.3271449,24.74410027
6883,205,972,268.9576116,0.15,first,2016/01/21,2016/02/09,2016/02/09,4,Intellectual Property,0,0,132.3271449,24.74410027
6883,205,1471,344.2657429,0.15,back-to-lawyer,2016/01/21,2016/02/09,2016/06/14,4,Intellectual Property,0,0,132.3271449,0
6883,205,1144,322.7491339,0.15,back-to-lawyer,2016/01/21,2016/02/09,2016/03/23,4,Intellectual Property,0,0,132.3271449,0
7061,170,1186,1075.830446,0.15,first,2016/01/21,2016/03/31,2016/03/31,5,Corporate Law,0,0,132.3271449,24.74410027
8173,86,930,403.4364174,0.15,first,2016/01/24,2016/01/27,2016/01/27,4,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
8247,132,1176,968.2474018,0.15,first,2016/01/24,2016/03/31,2016/03/31,4,Property,0,0,132.3271449,24.74410027
7245,32,1045,914.4558795,0.15,first,2016/01/25,2016/02/26,2016/02/26,5,IT & E-commerce,0,0,132.3271449,24.74410027
7655,132,1047,914.4558795,0.15,first,2016/01/25,2016/02/29,2016/02/29,4,Property,0,0,132.3271449,24.74410027
7859,86,2999,1108.10536,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,3004,1129.621969,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,3007,995.143163,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,3011,645.4982679,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,2986,215.1660893,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,3008,1490.025168,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,2152,1172.655187,0.15,back-to-lawyer,2016/01/25,2016/02/01,2016/11/18,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,2154,1172.655187,0.15,back-to-lawyer,2016/01/25,2016/02/01,2016/11/18,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,3005,645.4982679,0.15,back-to-lawyer,2016/01/25,2016/02/01,2017/04/27,2,Litigation & Dispute Resolution,0,0,132.3271449,0
7859,86,946,2140.902589,0.15,first,2016/01/25,2016/02/01,2016/02/01,2,Litigation & Dispute Resolution,0,0,132.3271449,24.74410027
8445,51,1279,537.9152232,0.15,first,2016/01/26,2016/04/27,2016/04/27,5,Commercial Law,0,0,132.3271449,24.74410027
8159,202,992,962.8682496,0.15,back-to-lexoo,2016/01/27,2016/02/15,2016/02/15,5,Funding/Shares,0,0,132.3271449,24.74410027
8209,55,1016,376.5406563,0.15,first,2016/01/27,2016/02/21,2016/02/21,6,Commercial Law,0,0,132.3271449,24.74410027
8233,148,952,860.6643572,0.15,first,2016/01/27,2016/02/03,2016/02/03,2,Corporate Law,0,0,132.3271449,24.74410027
7719,170,1363,914.4558795,0.15,first,2016/01/27,2016/05/24,2016/05/24,3,IT & E-commerce,0,0,132.3271449,24.74410027
7897,170,1034,1613.74567,0.15,first,2016/01/28,2016/02/25,2016/02/25,4,IT & E-commerce,0,0,132.3271449,24.74410027
7897,170,5085,53.79152232,0.15,back-to-lawyer,2016/01/28,2016/02/25,2018/02/28,4,IT & E-commerce,0,0,132.3271449,0
8243,50,1007,2420.618505,0.15,first,2016/01/28,2016/02/18,2016/02/18,2,Corporate Law,0,0,132.3271449,24.74410027
8321,32,1044,242.0618505,0.15,first,2016/01/28,2016/02/26,2016/02/26,5,Intellectual Property,0,0,132.3271449,24.74410027
8331,132,965,860.6643572,0.15,first,2016/01/29,2016/02/08,2016/02/08,5,Property,0,0,132.3271449,24.74410027
8187,221,1049,591.7067456,0.15,first,2016/01/30,2016/02/29,2016/02/29,4,Intellectual Property,1,0,132.3271449,24.74410027
5463,32,1193,591.7067456,0.15,first,2016/01/31,2016/04/01,2016/04/01,4,IT & E-commerce,0,0,132.3271449,24.74410027
7221,217,1225,4303.321786,0.15,first,2016/01/31,2016/04/11,2016/04/11,5,Immigration,0,0,132.3271449,24.74410027
6989,148,1002,537.9152232,0.15,first,2016/02/01,2016/02/17,2016/02/17,4,IT & E-commerce,0,0,132.3271449,24.74410027
5647,170,1035,914.4558795,0.15,first,2016/02/01,2016/02/25,2016/02/25,5,Corporate Law,0,0,132.3271449,24.74410027
8241,244,4348,33.43681028,0.15,back-to-lawyer,2016/02/01,2016/02/19,2017/11/28,5,Commercial Law,0,0,132.3271449,0
8241,244,3949,203.3319544,0.15,back-to-lawyer,2016/02/01,2016/02/19,2017/09/29,5,Commercial Law,0,0,132.3271449,0
8241,244,4120,203.3319544,0.15,back-to-lawyer,2016/02/01,2016/02/19,2017/10/27,5,Commercial Law,0,0,132.3271449,0
8241,244,3598,203.3319544,0.15,back-to-lawyer,2016/02/01,2016/02/19,2017/08/01,5,Commercial Law,0,0,132.3271449,0
8241,244,1011,3954.516039,0.15,first,2016/02/01,2016/02/19,2016/02/19,5,Commercial Law,0,0,132.3271449,24.74410027
8241,244,3711,266.461685,0.15,back-to-lawyer,2016/02/01,2016/02/19,2017/08/23,5,Commercial Law,0,0,132.3271449,0
8249,193,1024,839.1477483,0.15,first,2016/02/02,2016/02/23,2016/02/23,3,Commercial Law,0,0,132.3271449,24.74410027
6349,205,1032,430.3321786,0.15,first,2016/02/04,2016/02/24,2016/02/24,5,Intellectual Property,0,0,132.3271449,24.74410027
7959,190,995,107.5830446,0.15,first,2016/02/04,2016/02/16,2016/02/16,3,Employment,0,0,132.3271449,24.74410027
7047,33,1012,1102.726208,0.15,first,2016/02/05,2016/02/19,2016/02/19,6,Media & Entertainment,0,0,132.3271449,24.74410027
